A2C70CEYBGWK97	0	MCR	17.0	96	icedpil	to accept	she accepted,I enter,to accept,she entered,I entered	to accept	correct	NULL
A2C70CEYBGWK97	0	MC	18.0	35	yé icedpé	I accept	I accept,she watched,he accepts,I will accept,she accepted	I accept	correct	NULL
A2C70CEYBGWK97	0	TP	19.0	161	yé icedpé	I accept	ALL	I accept	correct	NULL
A2C70CEYBGWK97	0	EX	20.0	29	yé melá	I watched	ALL	I watched	revealed	NULL
A2C70CEYBGWK97	0	EX	21.0	16	yé enplilá	I will enter	ALL	I will enter	revealed	NULL
A2C70CEYBGWK97	0	MCR	22.0	104	ekki icedpi	she accepts	she entered,he accepted,you entered,he entered,she accepts	she accepts	correct	NULL
A2C70CEYBGWK97	0	MC	23.0	82	ekki meli	she watches	she watches,you accept,she will enter,he will watch,she enters	she watches	correct	NULL
A2C70CEYBGWK97	0	EX	24.0	12	yé enplé	I enter	ALL	I enter	revealed	NULL
A2C70CEYBGWK97	0	MCR	25.0	155	yé melá	I watched	she watches,she accepts,you watched,to enter,I watched	I watched	correct	NULL
A2C70CEYBGWK97	0	TPR	26.0	201	ák icedpü	he accepted	ALL	he accepts	incorrect	NULL
A2C70CEYBGWK97	0	TPR	26.0	201	ák icedpü	he accepted	ALL	he accepted	revealed	NULL
A2C70CEYBGWK97	0	TPR	27.0	196	ekki icedpi	she accepts	ALL	she accepted	incorrect	NULL
A2C70CEYBGWK97	0	TPR	27.0	196	ekki icedpi	she accepts	ALL	she accepts	revealed	NULL
A2C70CEYBGWK97	0	EX	28.0	9	ák icedpü	he accepted	ALL	he accepted	revealed	NULL
A2C70CEYBGWK97	0	MCR	29.0	106	yé icedpilá	I will accept	I will accept,she entered,she will enter,she accepts,I entered	I will accept	correct	NULL
A2C70CEYBGWK97	0	MCR	30.0	125	ák enpli	he enters	you accepted,I will enter,he accepts,he entered,he enters	he entered	incorrect	NULL
A2C70CEYBGWK97	0	MCR	30.1	125	ák enpli	he enters	you accepted,I will enter,he accepts,he enters	he enters	correct	NULL
A2C70CEYBGWK97	0	MCR	31.0	151	ák melilí	he will watch	you enter,you entered,she will watch,he entered,he will watch	he will watch	correct	NULL
A2C70CEYBGWK97	0	MC	32.0	46	ekki icedpilí	she will accept	she will accept,you accepted,I watched,I entered,he enters	she will accept	correct	NULL
A2C70CEYBGWK97	0	TP	33.0	162	pi icedpiz	you accept	ALL	you accepted	incorrect	NULL
A2C70CEYBGWK97	0	TP	34.0	160	icedpil	to accept	ALL	to enter	incorrect	NULL
A2C70CEYBGWK97	0	MCR	35.0	148	yé melilá	I will watch	I will accept,she accepted,I will watch,he accepted,he accepts	I will watch	correct	NULL
A2C70CEYBGWK97	0	TP	36.0	XX	pi meliz	you watch	ALL	to watch	nofeedback	test_incorrect
A2C70CEYBGWK97	0	TP	36.1	XX	pi icedpilíz	you will accept	ALL	to accept	nofeedback	test_incorrect
A2C70CEYBGWK97	0	TP	36.2	XX	ák melü	he watched	ALL	she watched	nofeedback	test_incorrect
A2C70CEYBGWK97	0	TP	36.3	XX	pi melilíz	you will watch	ALL	I will watch	nofeedback	test_incorrect
A2C70CEYBGWK97	0	TP	36.4	XX	yé icedpá	I accepted	ALL	I entered	nofeedback	test_incorrect
A2C70CEYBGWK97	0	TP	36.5	XX	yé melé 	I watch	ALL	I watched	nofeedback	test_incorrect
A2C70CEYBGWK97	0	TP	36.6	XX	ák meli	he watches	ALL	he watched	nofeedback	test_incorrect
A2G7N0X0PNX0EE	3	EX	1.0	12	yé enplé	I enter	ALL	I enter	revealed	NULL
A2G7N0X0PNX0EE	3	TPR	2.0	208	yé enplilá	I will enter	ALL	I entered	incorrect	NULL
A2G7N0X0PNX0EE	3	TPR	2.0	208	yé enplilá	I will enter	ALL	I will enter	revealed	NULL
A2G7N0X0PNX0EE	3	EX	3.0	27	ák melilí	he will watch	ALL	he will watch	revealed	NULL
A2G7N0X0PNX0EE	3	TPR	4.0	208	yé enplilá	I will enter	ALL	I will enter	correct	NULL
A2G7N0X0PNX0EE	3	MCR	5.0	109	ák icedpilí	he will accept	you accepted,he will watch,to accept,she accepts,he will accept	he will accept	correct	NULL
A2G7N0X0PNX0EE	3	EX	6.0	2	pi icedpiz	you accept	ALL	you accept	revealed	NULL
A2G7N0X0PNX0EE	3	EX	7.0	29	yé melá	I watched	ALL	I watched	revealed	NULL
A2G7N0X0PNX0EE	3	EX	8.0	22	ák enplü	he entered	ALL	he entered	revealed	NULL
A2G7N0X0PNX0EE	3	MC	9.0	74	pi enplizpe	you entered	you entered,I will accept,I will enter,you watched,I accept	you entered	correct	NULL
A2G7N0X0PNX0EE	3	MC	10.0	56	yé enplé	I enter	I enter,to enter,to watch,you accept,he will watch	I enter	correct	NULL
A2G7N0X0PNX0EE	3	MC	11.0	33	icedpil	to accept	to accept,he accepts,she will enter,you entered,I watched	to accept	correct	NULL
A2G7N0X0PNX0EE	3	TPR	12.0	218	yé melilá	I will watch	ALL	I will watch	correct	NULL
A2G7N0X0PNX0EE	3	EX	13.0	19	ekki enplilí	she will enter	ALL	she will enter	revealed	NULL
A2G7N0X0PNX0EE	3	EX	14.0	24	melil	to watch	ALL	to watch	revealed	NULL
A2G7N0X0PNX0EE	3	MCR	15.0	130	pi enplilíz	you will enter	she will accept,you will enter,I enter,you accept,he will watch	you will enter	correct	NULL
A2G7N0X0PNX0EE	3	EX	16.0	8	pi icedpizpe	you accepted	ALL	you accepted	revealed	NULL
A2G7N0X0PNX0EE	3	EX	17.0	7	ekki icedpilí	she will accept	ALL	she will accept	revealed	NULL
A2G7N0X0PNX0EE	3	EX	18.0	12	yé enplé	I enter	ALL	I enter	revealed	NULL
A2G7N0X0PNX0EE	3	TPR	19.0	218	yé melilá	I will watch	ALL	you will watch	incorrect	NULL
A2G7N0X0PNX0EE	3	TPR	19.0	218	yé melilá	I will watch	ALL	I will watch	revealed	NULL
A2G7N0X0PNX0EE	3	MC	20.0	52	ekki icedpü	she accepted	she accepted,you will enter,she watched,you entered,I accept	she accepted	correct	NULL
A2G7N0X0PNX0EE	3	MC	21.0	73	yé enplá	I entered	I entered,she entered,he enters,I will enter,to watch	I entered	correct	NULL
A2G7N0X0PNX0EE	3	EX	22.0	9	ák icedpü	he accepted	ALL	he accepted	revealed	NULL
A2G7N0X0PNX0EE	3	MC	23.0	95	ekki melü	she watched	she watched,you watched,she enters,he will enter,I enter	she watched	correct	NULL
A2G7N0X0PNX0EE	3	TPR	24.0	201	ák icedpü	he accepted	ALL	he will accept	incorrect	NULL
A2G7N0X0PNX0EE	3	TPR	24.0	201	ák icedpü	he accepted	ALL	he accepted	revealed	NULL
A2G7N0X0PNX0EE	3	EX	25.0	16	yé enplilá	I will enter	ALL	I will enter	revealed	NULL
A2G7N0X0PNX0EE	3	TPR	26.0	210	ák enplilí	he will enter	ALL	I will enter	incorrect	NULL
A2G7N0X0PNX0EE	3	TPR	26.0	210	ák enplilí	he will enter	ALL	he will enter	revealed	NULL
A2G7N0X0PNX0EE	3	EX	27.0	17	pi enplilíz	you will enter	ALL	you will enter	revealed	NULL
A2G7N0X0PNX0EE	3	MC	28.0	41	ekki icedpi	she accepts	she accepts,I will accept,she accepted,he will watch,you enter	she accepted	incorrect	NULL
A2G7N0X0PNX0EE	3	MCR	29.0	104	ekki icedpi	she accepts	she entered,he accepted,you entered,he entered,she accepts	she accepts	correct	NULL
A2G7N0X0PNX0EE	3	MC	30.0	68	ák enplilí	he will enter	he will enter,I accept,I watched,he entered,to watch	he entered	incorrect	NULL
A2G7N0X0PNX0EE	3	EX	31.0	28	ekki melilí	she will watch	ALL	she will watch	revealed	NULL
A2G7N0X0PNX0EE	3	MC	32.0	42	yé icedpilá	I will accept	I will accept,she accepts,she entered,she will enter,I entered	I entered	incorrect	NULL
A2G7N0X0PNX0EE	3	MC	33.0	69	ák enplilí	he will enter	he will enter,you will enter,I entered,you accepted,I will accept	he will enter	correct	NULL
A2G7N0X0PNX0EE	3	EX	34.0	30	pi melizpe	you watched	ALL	you watched	revealed	NULL
A2G7N0X0PNX0EE	3	MCR	35.0	152	ekki melilí	she will watch	she entered,she accepted,you will enter,she will watch,he will watch	she will watch	correct	NULL
A2G7N0X0PNX0EE	3	TP	36.0	XX	pi meliz	you watch	ALL	you watch	nofeedback	test_correct
A2G7N0X0PNX0EE	3	TP	36.1	XX	pi icedpilíz	you will accept	ALL	you will accept	nofeedback	test_correct
A2G7N0X0PNX0EE	3	TP	36.2	XX	ák melü	he watched	ALL	he watched	nofeedback	test_correct
A2G7N0X0PNX0EE	3	TP	36.3	XX	pi melilíz	you will watch	ALL	you watched	nofeedback	test_incorrect
A2G7N0X0PNX0EE	3	TP	36.4	XX	yé icedpá	I accepted	ALL	I accept	nofeedback	test_incorrect
A2G7N0X0PNX0EE	3	TP	36.5	XX	yé melé 	I watch	ALL	I watched	nofeedback	test_incorrect
A1F3IJU2HXZ0PQ	1	EX	1.0	5	yé icedpilá	I will accept	ALL	I will accept	revealed	NULL
A1F3IJU2HXZ0PQ	1	MCR	2.0	111	ekki icedpilí	she will accept	I will accept,she will accept,I will watch,to enter,she watched	I will accept	incorrect	NULL
A1F3IJU2HXZ0PQ	1	MCR	2.1	111	ekki icedpilí	she will accept	she will accept,I will watch,to enter,she watched	she will accept	correct	NULL
A1F3IJU2HXZ0PQ	1	EX	3.0	12	yé enplé	I enter	ALL	I enter	revealed	NULL
A1F3IJU2HXZ0PQ	1	EX	4.0	2	pi icedpiz	you accept	ALL	you accept	revealed	NULL
A1F3IJU2HXZ0PQ	1	EX	5.0	6	ák icedpilí	he will accept	ALL	he will accept	revealed	NULL
A1F3IJU2HXZ0PQ	1	EX	6.0	24	melil	to watch	ALL	to watch	revealed	NULL
A1F3IJU2HXZ0PQ	1	MC	7.0	90	yé melá	I watched	I watched,he will accept,you enter,I enter,she will enter	she will enter	incorrect	NULL
A1F3IJU2HXZ0PQ	1	EX	8.0	18	ák enplilí	he will enter	ALL	he will enter	revealed	NULL
A1F3IJU2HXZ0PQ	1	MC	9.0	90	yé melá	I watched	I watched,he will accept,you enter,I enter,she will enter	she will enter	incorrect	NULL
A1F3IJU2HXZ0PQ	1	MCR	10.0	135	ekki enplilí	she will enter	she will accept,she will enter,he accepted,you enter,he enters	she will accept	incorrect	NULL
A1F3IJU2HXZ0PQ	1	MCR	10.1	135	ekki enplilí	she will enter	she will enter,he accepted,you enter,he enters	you enter	incorrect	NULL
A1F3IJU2HXZ0PQ	1	MC	11.0	38	ák icedpi	he accepts	he accepts,she entered,he enters,you enter,you entered	he accepts	correct	NULL
A1F3IJU2HXZ0PQ	1	EX	12.0	19	ekki enplilí	she will enter	ALL	she will enter	revealed	NULL
A1F3IJU2HXZ0PQ	1	EX	13.0	13	pi enpliz	you enter	ALL	you enter	revealed	NULL
A1F3IJU2HXZ0PQ	1	TPR	14.0	205	pi enpliz	you enter	ALL	you enter	correct	NULL
A1F3IJU2HXZ0PQ	1	EX	15.0	27	ák melilí	he will watch	ALL	he will watch	revealed	NULL
A1F3IJU2HXZ0PQ	1	TP	16.0	187	ák melilí	he will watch	ALL	he will watch	correct	NULL
A1F3IJU2HXZ0PQ	1	MCR	17.0	117	ekki icedpü	she accepted	you accepted,she accepted,she will accept,to accept,she enters	she will accept	incorrect	NULL
A1F3IJU2HXZ0PQ	1	MCR	17.1	117	ekki icedpü	she accepted	you accepted,she accepted,to accept,she enters	you accepted	incorrect	NULL
A1F3IJU2HXZ0PQ	1	TP	18.0	179	ekki enplilí	she will enter	ALL	she will enter	correct	NULL
A1F3IJU2HXZ0PQ	1	MCR	19.0	154	yé melá	I watched	you enter,I enter,she will enter,I watched,he will accept	I watched	correct	NULL
A1F3IJU2HXZ0PQ	1	EX	20.0	28	ekki melilí	she will watch	ALL	she will watch	revealed	NULL
A1F3IJU2HXZ0PQ	1	MC	21.0	93	pi melizpe	you watched	you watched,I will accept,he will enter,she watched,I will watch	you watched	correct	NULL
A1F3IJU2HXZ0PQ	1	MC	22.0	83	ekki meli	she watches	she watches,she will watch,she accepts,he will enter,she watched	she watched	incorrect	NULL
A1F3IJU2HXZ0PQ	1	TP	23.0	180	yé enplá	I entered	ALL	she watched	incorrect	NULL
A1F3IJU2HXZ0PQ	1	EX	24.0	26	yé melilá	I will watch	ALL	I will watch	revealed	NULL
A1F3IJU2HXZ0PQ	1	TPR	25.0	214	ák enplü	he entered	ALL	he will enter	incorrect	NULL
A1F3IJU2HXZ0PQ	1	TPR	25.0	214	ák enplü	he entered	ALL	he entered	revealed	NULL
A1F3IJU2HXZ0PQ	1	TPR	26.0	217	ekki meli	she watches	ALL	she watched	incorrect	NULL
A1F3IJU2HXZ0PQ	1	TPR	26.0	217	ekki meli	she watches	ALL	she watches	revealed	NULL
A1F3IJU2HXZ0PQ	1	TPR	27.0	196	ekki icedpi	she accepts	ALL	she accepts	correct	NULL
A1F3IJU2HXZ0PQ	1	TP	28.0	191	ekki melü	she watched	ALL	she will watch	incorrect	NULL
A1F3IJU2HXZ0PQ	1	MCR	29.0	112	pi icedpizpe	you accepted	you accepted,she enters,he entered,she entered,I watched	you accepted	correct	NULL
A1F3IJU2HXZ0PQ	1	MCR	30.0	146	ekki meli	she watches	she watches,she enters,she will enter,you accept,he will watch	NO_ANSWER_MADE	incorrect	NULL
A1F3IJU2HXZ0PQ	1	MC	31.0	94	ekki melü	she watched	she watched,he accepted,I accept,to accept,I will watch	to accept	incorrect	NULL
A1F3IJU2HXZ0PQ	1	TPR	32.0	223	ekki melü	she watched	ALL	she watches	incorrect	NULL
A1F3IJU2HXZ0PQ	1	TPR	32.0	223	ekki melü	she watched	ALL	she watched	revealed	NULL
A1F3IJU2HXZ0PQ	1	TP	33.0	176	yé enplilá	I will enter	ALL	I watched	incorrect	NULL
A1F3IJU2HXZ0PQ	1	TP	34.0	175	ekki enpli	she enters	ALL	she will watch	incorrect	NULL
A1F3IJU2HXZ0PQ	1	TPR	35.0	212	yé enplá	I entered	ALL	I entered	correct	NULL
A1F3IJU2HXZ0PQ	1	TP	36.0	XX	pi meliz	you watch	ALL	you watched	nofeedback	test_incorrect
A1F3IJU2HXZ0PQ	1	TP	36.1	XX	pi icedpilíz	you will accept	ALL	you will accept	nofeedback	test_correct
A1F3IJU2HXZ0PQ	1	TP	36.2	XX	ák melü	he watched	ALL	he will watch	nofeedback	test_incorrect
A1F3IJU2HXZ0PQ	1	TP	36.3	XX	pi melilíz	you will watch	ALL	you watched	nofeedback	test_incorrect
A1F3IJU2HXZ0PQ	1	TP	36.4	XX	yé melé 	I watch	ALL	he watched	nofeedback	test_incorrect
AKRFNRKI1IMJ1	0	EX	1.0	28	ekki melilí	she will watch	ALL	she will watch	revealed	NULL
AKRFNRKI1IMJ1	0	EX	2.0	0	icedpil	to accept	ALL	to accept	revealed	NULL
AKRFNRKI1IMJ1	0	EX	3.0	22	ák enplü	he entered	ALL	he entered	revealed	NULL
AKRFNRKI1IMJ1	0	EX	4.0	5	yé icedpilá	I will accept	ALL	I will accept	revealed	NULL
AKRFNRKI1IMJ1	0	TP	5.0	161	yé icedpé	I accept	ALL	I will accept	incorrect	NULL
AKRFNRKI1IMJ1	0	MC	6.0	44	ák icedpilí	he will accept	he will accept,I accept,she enters,she will watch,she will enter	she will enter	incorrect	NULL
AKRFNRKI1IMJ1	0	EX	7.0	30	pi melizpe	you watched	ALL	you watched	revealed	NULL
AKRFNRKI1IMJ1	0	TPR	8.0	210	ák enplilí	he will enter	ALL	he will enter	correct	NULL
AKRFNRKI1IMJ1	0	MC	9.0	57	yé enplé	I enter	I enter,you enter,he enters,you accepted,to accept	I enter	correct	NULL
AKRFNRKI1IMJ1	0	EX	10.0	13	pi enpliz	you enter	ALL	you enter	revealed	NULL
AKRFNRKI1IMJ1	0	MCR	11.0	142	ekki enplü	she entered	she entered,I will watch,he accepted,to enter,she accepts	she entered	correct	NULL
AKRFNRKI1IMJ1	0	EX	12.0	9	ák icedpü	he accepted	ALL	he accepted	revealed	NULL
AKRFNRKI1IMJ1	0	MCR	13.0	149	yé melilá	I will watch	you enter,I will watch,she will watch,I watched,I accept	I will watch	correct	NULL
AKRFNRKI1IMJ1	0	MC	14.0	36	pi icedpiz	you accept	you accept,I watched,she will enter,she will watch,she accepted	you accept	correct	NULL
AKRFNRKI1IMJ1	0	TPR	15.0	211	ekki enplilí	she will enter	ALL	I will enter	incorrect	NULL
AKRFNRKI1IMJ1	0	TPR	15.0	211	ekki enplilí	she will enter	ALL	she will enter	revealed	NULL
AKRFNRKI1IMJ1	0	TP	16.0	166	ák icedpilí	he will accept	ALL	he will enter	incorrect	NULL
AKRFNRKI1IMJ1	0	EX	17.0	27	ák melilí	he will watch	ALL	he will watch	revealed	NULL
AKRFNRKI1IMJ1	0	TP	18.0	188	ekki melilí	she will watch	ALL	she will watch	correct	NULL
AKRFNRKI1IMJ1	0	EX	19.0	20	yé enplá	I entered	ALL	I entered	revealed	NULL
AKRFNRKI1IMJ1	0	MC	20.0	81	melil	to watch	to watch,to accept,he will enter,I enter,she watches	to accept	incorrect	NULL
AKRFNRKI1IMJ1	0	EX	21.0	30	pi melizpe	you watched	ALL	you watched	revealed	NULL
AKRFNRKI1IMJ1	0	MCR	22.0	138	pi enplizpe	you entered	I will accept,I will enter,you entered,you watched,I accept	you entered	correct	NULL
AKRFNRKI1IMJ1	0	TPR	23.0	210	ák enplilí	he will enter	ALL	he watched	incorrect	NULL
AKRFNRKI1IMJ1	0	TPR	23.0	210	ák enplilí	he will enter	ALL	he will enter	revealed	NULL
AKRFNRKI1IMJ1	0	TP	24.0	179	ekki enplilí	she will enter	ALL	I watched	incorrect	NULL
AKRFNRKI1IMJ1	0	MC	25.0	52	ekki icedpü	she accepted	she accepted,you will enter,she watched,you entered,I accept	I accept	incorrect	NULL
AKRFNRKI1IMJ1	0	EX	26.0	23	ekki enplü	she entered	ALL	she entered	revealed	NULL
AKRFNRKI1IMJ1	0	TP	27.0	175	ekki enpli	she enters	ALL	she watched	incorrect	NULL
AKRFNRKI1IMJ1	0	TPR	28.0	211	ekki enplilí	she will enter	ALL	she watched	incorrect	NULL
AKRFNRKI1IMJ1	0	TPR	28.0	211	ekki enplilí	she will enter	ALL	she will enter	revealed	NULL
AKRFNRKI1IMJ1	0	MCR	29.0	108	ák icedpilí	he will accept	she enters,she will enter,I accept,she will watch,he will accept	he will accept	correct	NULL
AKRFNRKI1IMJ1	0	TP	30.0	189	yé melá	I watched	ALL	I watched	correct	NULL
AKRFNRKI1IMJ1	0	TP	31.0	176	yé enplilá	I will enter	ALL	I will enter	correct	NULL
AKRFNRKI1IMJ1	0	MC	32.0	54	enplil	to enter	to enter,he will watch,you accepted,she accepts,she will watch	to enter	correct	NULL
AKRFNRKI1IMJ1	0	MC	33.0	74	pi enplizpe	you entered	you entered,I will accept,I will enter,you watched,I accept	you entered	correct	NULL
AKRFNRKI1IMJ1	0	EX	34.0	6	ák icedpilí	he will accept	ALL	he will accept	revealed	NULL
AKRFNRKI1IMJ1	0	TPR	35.0	209	pi enplilíz	you will enter	ALL	you watched	incorrect	NULL
AKRFNRKI1IMJ1	0	TPR	35.0	209	pi enplilíz	you will enter	ALL	you will enter	revealed	NULL
AKRFNRKI1IMJ1	0	TP	36.0	XX	pi meliz	you watch	ALL	you will enter	nofeedback	test_incorrect
AKRFNRKI1IMJ1	0	TP	36.1	XX	pi icedpilíz	you will accept	ALL	you watched	nofeedback	test_incorrect
AKRFNRKI1IMJ1	0	TP	36.2	XX	ák melü	he watched	ALL	he will enter	nofeedback	test_incorrect
AKRFNRKI1IMJ1	0	TP	36.3	XX	pi melilíz	you will watch	ALL	you entered	nofeedback	test_incorrect
AKRFNRKI1IMJ1	0	TP	36.4	XX	yé icedpá	I accepted	ALL	I watched	nofeedback	test_incorrect
AKRFNRKI1IMJ1	0	TP	36.5	XX	yé melé 	I watch	ALL	I will enter	nofeedback	test_incorrect
AKRFNRKI1IMJ1	0	TP	36.6	XX	ák meli	he watches	ALL	he watched	nofeedback	test_incorrect
A1GRPIBHW72HDU	4	EX	1.0	30	pi melizpe	you watched	ALL	you watched	revealed	NULL
A1GRPIBHW72HDU	4	MC	2.0	66	pi enplilíz	you will enter	you will enter,you accept,I enter,he will watch,she will accept	you accept	incorrect	NULL
A1GRPIBHW72HDU	4	EX	3.0	7	ekki icedpilí	she will accept	ALL	she will accept	revealed	NULL
A1GRPIBHW72HDU	4	EX	4.0	27	ák melilí	he will watch	ALL	he will watch	revealed	NULL
A1GRPIBHW72HDU	4	MCR	5.0	130	pi enplilíz	you will enter	she will accept,you will enter,I enter,you accept,he will watch	you will enter	correct	NULL
A1GRPIBHW72HDU	4	MCR	6.0	128	yé enplilá	I will enter	I will enter,she will enter,you watched,to watch,she will accept	I will enter	correct	NULL
A1GRPIBHW72HDU	4	EX	7.0	22	ák enplü	he entered	ALL	he entered	revealed	NULL
A1GRPIBHW72HDU	4	EX	8.0	25	ekki meli	she watches	ALL	she watches	revealed	NULL
A1GRPIBHW72HDU	4	MCR	9.0	98	yé icedpé	I accept	he enters,he will accept,to accept,I watched,I accept	I accept	correct	NULL
A1GRPIBHW72HDU	4	MC	10.0	32	icedpil	to accept	to accept,I enter,I entered,she accepted,she entered	to accept	correct	NULL
A1GRPIBHW72HDU	4	MC	11.0	50	ák icedpü	he accepted	he accepted,you accept,I accept,he entered,you entered	he accepted	correct	NULL
A1GRPIBHW72HDU	4	MCR	12.0	118	enplil	to enter	you accepted,she will watch,to enter,she accepts,he will watch	to enter	correct	NULL
A1GRPIBHW72HDU	4	EX	13.0	18	ák enplilí	he will enter	ALL	he will enter	revealed	NULL
A1GRPIBHW72HDU	4	MCR	14.0	144	melil	to watch	she entered,I entered,he accepted,I watched,to watch	to watch	correct	NULL
A1GRPIBHW72HDU	4	TP	15.0	173	pi enpliz	you enter	ALL	you will enter	incorrect	NULL
A1GRPIBHW72HDU	4	MCR	16.0	136	yé enplá	I entered	she watches,I entered,he will enter,she will watch,she accepted	I entered	correct	NULL
A1GRPIBHW72HDU	4	TP	17.0	163	ák icedpi	he accepts	ALL	he accepts	correct	NULL
A1GRPIBHW72HDU	4	MC	18.0	91	yé melá	I watched	I watched,you watched,she watches,to enter,she accepts	I watched	correct	NULL
A1GRPIBHW72HDU	4	EX	19.0	6	ák icedpilí	he will accept	ALL	he will accept	revealed	NULL
A1GRPIBHW72HDU	4	EX	20.0	9	ák icedpü	he accepted	ALL	he accepted	revealed	NULL
A1GRPIBHW72HDU	4	MCR	21.0	124	ák enpli	he enters	I will accept,I enter,you will enter,to accept,he enters	he enters	correct	NULL
A1GRPIBHW72HDU	4	TPR	22.0	196	ekki icedpi	she accepts	ALL	she will accept	incorrect	NULL
A1GRPIBHW72HDU	4	TPR	22.0	196	ekki icedpi	she accepts	ALL	she accepts	revealed	NULL
A1GRPIBHW72HDU	4	MC	23.0	62	ekki enpli	she enters	she enters,she accepts,he enters,she will accept,to accept	she enters	correct	NULL
A1GRPIBHW72HDU	4	MC	24.0	49	pi icedpizpe	you accepted	you accepted,she will enter,you will enter,you entered,she watches	you accepted	correct	NULL
A1GRPIBHW72HDU	4	MCR	25.0	142	ekki enplü	she entered	she entered,I will watch,he accepted,to enter,she accepts	she entered	correct	NULL
A1GRPIBHW72HDU	4	MCR	26.0	153	ekki melilí	she will watch	she watches,to watch,she will watch,I watched,to enter	she watches	incorrect	NULL
A1GRPIBHW72HDU	4	MCR	26.1	153	ekki melilí	she will watch	to watch,she will watch,I watched,to enter	she will watch	correct	NULL
A1GRPIBHW72HDU	4	TP	27.0	181	pi enplizpe	you entered	ALL	you enter	incorrect	NULL
A1GRPIBHW72HDU	4	MCR	28.0	148	yé melilá	I will watch	I will accept,she accepted,I will watch,he accepted,he accepts	I will watch	correct	NULL
A1GRPIBHW72HDU	4	MCR	29.0	119	enplil	to enter	you enter,she will accept,she will enter,he accepted,to enter	to enter	correct	NULL
A1GRPIBHW72HDU	4	TPR	30.0	204	yé enplé	I enter	ALL	I will enter	incorrect	NULL
A1GRPIBHW72HDU	4	TPR	30.0	204	yé enplé	I enter	ALL	I enter	revealed	NULL
A1GRPIBHW72HDU	4	EX	31.0	14	ák enpli	he enters	ALL	he enters	revealed	NULL
A1GRPIBHW72HDU	4	EX	32.0	2	pi icedpiz	you accept	ALL	you accept	revealed	NULL
A1GRPIBHW72HDU	4	MC	33.0	39	ák icedpi	he accepts	he accepts,I watched,he entered,he will watch,she enters	he accepts	correct	NULL
A1GRPIBHW72HDU	4	EX	34.0	16	yé enplilá	I will enter	ALL	I will enter	revealed	NULL
A1GRPIBHW72HDU	4	TP	35.0	175	ekki enpli	she enters	ALL	she enters	correct	NULL
A1GRPIBHW72HDU	4	TP	36.0	XX	pi meliz	you watch	ALL	you watch	nofeedback	test_correct
A1GRPIBHW72HDU	4	TP	36.1	XX	pi icedpilíz	you will accept	ALL	you accept	nofeedback	test_incorrect
A1GRPIBHW72HDU	4	TP	36.2	XX	ák melü	he watched	ALL	he watched	nofeedback	test_correct
A1GRPIBHW72HDU	4	TP	36.3	XX	pi melilíz	you will watch	ALL	you will watch	nofeedback	test_correct
A1GRPIBHW72HDU	4	TP	36.4	XX	yé melé 	I watch	ALL	I watch	nofeedback	test_correct
