userid	username	training_step	test_result
24	ADKSME3J8B0PA	35	{"0": {"reference": "you will accept", "user_answer": "she will watch"}, "1": {"reference": "you watch", "user_answer": "he enters"}, "2": {"reference": "you will watch", "user_answer": "he accepts"}, "3": {"reference": "he watched", "user_answer": "he watches"}, "4": {"reference": "I watch", "user_answer": "I watch"}, "5": {"reference": "I accepted", "user_answer": "I accept"}, "6": {"reference": "he watches", "user_answer": "he accepts"}, "test_correct_num": 1, "test_total_num": 7}
25	A3OMUSG91MTI3H	35	{"0": {"reference": "you will accept", "user_answer": "you accepted"}, "1": {"reference": "you watch", "user_answer": "you enter"}, "2": {"reference": "you will watch", "user_answer": "you will enter"}, "3": {"reference": "he watched", "user_answer": "he will enter"}, "4": {"reference": "I watch", "user_answer": "I enter"}, "5": {"reference": "I accepted", "user_answer": "I accepted"}, "6": {"reference": "he watches", "user_answer": "he enters"}, "test_correct_num": 1, "test_total_num": 7}
26	A36Z8997ZHYFKC	35	{"0": {"reference": "you will accept", "user_answer": "you accepted"}, "1": {"reference": "you watch", "user_answer": "you will watch"}, "2": {"reference": "you will watch", "user_answer": "you watched"}, "3": {"reference": "he watched", "user_answer": "he will watch"}, "4": {"reference": "I watch", "user_answer": "NO_ANSWER_MADE"}, "5": {"reference": "I accepted", "user_answer": "NO_ANSWER_MADE"}, "6": {"reference": "he watches", "user_answer": "NO_ANSWER_MADE"}, "test_correct_num": 0, "test_total_num": 7}
27	AUI3R928P63B0	35	{"0": {"reference": "you will accept", "user_answer": "you will accept"}, "1": {"reference": "you watch", "user_answer": "you accept"}, "2": {"reference": "you will watch", "user_answer": "you enter"}, "3": {"reference": "he watched", "user_answer": "he watched"}, "4": {"reference": "I watch", "user_answer": "I accept"}, "5": {"reference": "I accepted", "user_answer": "NO_ANSWER_MADE"}, "6": {"reference": "he watches", "user_answer": "NO_ANSWER_MADE"}, "test_correct_num": 2, "test_total_num": 7}
28	A1ZB2NY0F9QNP0	35	{"0": {"reference": "you will accept", "user_answer": "you will accept"}, "1": {"reference": "you watch", "user_answer": "you watch"}, "2": {"reference": "you will watch", "user_answer": "you will watch"}, "3": {"reference": "he watched", "user_answer": "he watched"}, "4": {"reference": "I watch", "user_answer": "I watch"}, "5": {"reference": "I accepted", "user_answer": "I accept"}, "6": {"reference": "he watches", "user_answer": "he watches"}, "test_correct_num": 6, "test_total_num": 7}
29	AEHTP1POPUQMB	35	{"0": {"reference": "you will accept", "user_answer": "you watch"}, "1": {"reference": "you watch", "user_answer": "you watched"}, "2": {"reference": "you will watch", "user_answer": "you will watch"}, "3": {"reference": "he watched", "user_answer": "he will accept"}, "4": {"reference": "I watch", "user_answer": "I accept"}, "5": {"reference": "I accepted", "user_answer": "I watched"}, "6": {"reference": "he watches", "user_answer": "you will accept"}, "test_correct_num": 1, "test_total_num": 7}
30	A3LRZX8477TYYZ	35	{"0": {"reference": "you will accept", "user_answer": "you will accept"}, "1": {"reference": "you watch", "user_answer": "you watch"}, "2": {"reference": "you will watch", "user_answer": "you will watch"}, "3": {"reference": "he watched", "user_answer": "he watched"}, "4": {"reference": "I watch", "user_answer": "I watch"}, "5": {"reference": "I accepted", "user_answer": "I accepted"}, "6": {"reference": "he watches", "user_answer": "NO_ANSWER_MADE"}, "test_correct_num": 6, "test_total_num": 7}
31	A03846191RWU57N8DCK2	35	{"0": {"reference": "you will accept", "user_answer": "you entered"}, "1": {"reference": "you watch", "user_answer": "I entered"}, "2": {"reference": "you will watch", "user_answer": "he entered"}, "3": {"reference": "he watched", "user_answer": "you watched"}, "4": {"reference": "I watch", "user_answer": "he watched"}, "5": {"reference": "I accepted", "user_answer": "I entered"}, "6": {"reference": "he watches", "user_answer": "he entered"}, "test_correct_num": 0, "test_total_num": 7}
32	A19WXS1CLVLEEX	1	NULL
33	A3GEL5PWFIK05S	35	{"0": {"reference": "you will accept", "user_answer": "you accepted"}, "1": {"reference": "you watch", "user_answer": "you watched"}, "2": {"reference": "you will watch", "user_answer": "you will watch"}, "3": {"reference": "he watched", "user_answer": "he watches"}, "4": {"reference": "I watch", "user_answer": "I watch"}, "5": {"reference": "I accepted", "user_answer": "I accept"}, "6": {"reference": "he watches", "user_answer": "he watched"}, "test_correct_num": 2, "test_total_num": 7}
34	A20IA63WXHF683	21	NULL
35	A2CF2BD4Q0ZDJN	35	{"0": {"reference": "you will accept", "user_answer": "you will enter"}, "1": {"reference": "you watch", "user_answer": "you watch"}, "2": {"reference": "you will watch", "user_answer": "you will watch"}, "3": {"reference": "he watched", "user_answer": "he watched"}, "4": {"reference": "I watch", "user_answer": "I will watch"}, "5": {"reference": "I accepted", "user_answer": "you accept"}, "6": {"reference": "he watches", "user_answer": "NO_ANSWER_MADE"}, "test_correct_num": 3, "test_total_num": 7}
36	A2MWAXV1YRK5GH	35	{"0": {"reference": "you will accept", "user_answer": "he entered"}, "1": {"reference": "you watch", "user_answer": "he watches"}, "2": {"reference": "you will watch", "user_answer": "he will watch"}, "3": {"reference": "he watched", "user_answer": "you watched"}, "4": {"reference": "I watch", "user_answer": "I will watch"}, "5": {"reference": "I accepted", "user_answer": "I will accept"}, "6": {"reference": "he watches", "user_answer": "you watch"}, "test_correct_num": 0, "test_total_num": 7}
37	A1BWR5RBQDZQ16	35	{"0": {"reference": "you will accept", "user_answer": "I will accept"}, "1": {"reference": "you watch", "user_answer": "I entered"}, "2": {"reference": "you will watch", "user_answer": "I will enter"}, "3": {"reference": "he watched", "user_answer": "he watched"}, "4": {"reference": "I watch", "user_answer": "I accept"}, "5": {"reference": "I accepted", "user_answer": "NO_ANSWER_MADE"}, "6": {"reference": "he watches", "user_answer": "I enter"}, "test_correct_num": 1, "test_total_num": 7}
38	A1WYDO7PQJ8UG	35	{"0": {"reference": "you will accept", "user_answer": "NO_ANSWER_MADE"}, "1": {"reference": "you watch", "user_answer": "NO_ANSWER_MADE"}, "2": {"reference": "you will watch", "user_answer": "NO_ANSWER_MADE"}, "3": {"reference": "he watched", "user_answer": "he watched"}, "4": {"reference": "I watch", "user_answer": "I watch"}, "5": {"reference": "I accepted", "user_answer": "I will accept"}, "6": {"reference": "he watches", "user_answer": "he watches"}, "test_correct_num": 3, "test_total_num": 7}
39	AZ9BZONG644TU	35	{"0": {"reference": "you will accept", "user_answer": "she accepts"}, "1": {"reference": "you watch", "user_answer": "I watch"}, "2": {"reference": "you will watch", "user_answer": "you watch"}, "3": {"reference": "he watched", "user_answer": "she enters"}, "4": {"reference": "I watch", "user_answer": "he watched"}, "5": {"reference": "I accepted", "user_answer": "you accept"}, "6": {"reference": "he watches", "user_answer": "NO_ANSWER_MADE"}, "test_correct_num": 0, "test_total_num": 7}
40	AKVDY8OXNMQED	35	{"0": {"reference": "you will accept", "user_answer": "you will accept"}, "1": {"reference": "you watch", "user_answer": "you enter"}, "2": {"reference": "you will watch", "user_answer": "you will accept"}, "3": {"reference": "he watched", "user_answer": "he enters"}, "4": {"reference": "I watch", "user_answer": "I will enter"}, "5": {"reference": "I accepted", "user_answer": "I will accept"}, "6": {"reference": "he watches", "user_answer": "he enters"}, "test_correct_num": 1, "test_total_num": 7}
43	AUGDGQESOVR9H	35	{"0": {"reference": "you will accept", "user_answer": "you entered"}, "1": {"reference": "you watch", "user_answer": "you watch"}, "2": {"reference": "you will watch", "user_answer": "you will watch"}, "3": {"reference": "he watched", "user_answer": "he watched"}, "4": {"reference": "I watch", "user_answer": "you watched"}, "5": {"reference": "I accepted", "user_answer": "NO_ANSWER_MADE"}, "6": {"reference": "he watches", "user_answer": "NO_ANSWER_MADE"}, "test_correct_num": 3, "test_total_num": 7}
44	A17OINLIDZ0C14	35	{"0": {"reference": "you will accept", "user_answer": "you accepted"}, "1": {"reference": "you watch", "user_answer": "you watch"}, "2": {"reference": "you will watch", "user_answer": "you watched"}, "3": {"reference": "he watched", "user_answer": "he watched"}, "4": {"reference": "I watch", "user_answer": "I watch"}, "5": {"reference": "I accepted", "user_answer": "I accept"}, "6": {"reference": "he watches", "user_answer": "he watches"}, "test_correct_num": 4, "test_total_num": 7}
45	A10LVHTF26QHQC	35	{"0": {"reference": "you will accept", "user_answer": "I accept"}, "1": {"reference": "you watch", "user_answer": "I watch"}, "2": {"reference": "you will watch", "user_answer": "I will watch"}, "3": {"reference": "he watched", "user_answer": "he watched"}, "4": {"reference": "I watch", "user_answer": "you will watch"}, "5": {"reference": "I accepted", "user_answer": "you accepted"}, "6": {"reference": "he watches", "user_answer": "he watches"}, "test_correct_num": 2, "test_total_num": 7}
46	AIK7EGKYGQ1QK	35	{"0": {"reference": "you will accept", "user_answer": "you accept"}, "1": {"reference": "you watch", "user_answer": "you watch"}, "2": {"reference": "you will watch", "user_answer": "you watched"}, "3": {"reference": "he watched", "user_answer": "he will watch"}, "4": {"reference": "I watch", "user_answer": "I watch"}, "5": {"reference": "I accepted", "user_answer": "I accepted"}, "6": {"reference": "he watches", "user_answer": "he watches"}, "test_correct_num": 4, "test_total_num": 7}
47	A3M43ST1JU11T9	35	{"0": {"reference": "you will accept", "user_answer": "you will accept"}, "1": {"reference": "you watch", "user_answer": "you watch"}, "2": {"reference": "you will watch", "user_answer": "you will watch"}, "3": {"reference": "he watched", "user_answer": "he watches"}, "4": {"reference": "I watch", "user_answer": "I will watch"}, "5": {"reference": "I accepted", "user_answer": "I accepted"}, "6": {"reference": "he watches", "user_answer": "he will watch"}, "test_correct_num": 4, "test_total_num": 7}
48	A1G0E6T0AYW4QG	35	{"0": {"reference": "you will accept", "user_answer": "you accept"}, "1": {"reference": "you watch", "user_answer": "you watch"}, "2": {"reference": "you will watch", "user_answer": "you will watch"}, "3": {"reference": "he watched", "user_answer": "he watched"}, "4": {"reference": "I watch", "user_answer": "I watched"}, "5": {"reference": "I accepted", "user_answer": "I accepted"}, "6": {"reference": "he watches", "user_answer": "he watched"}, "test_correct_num": 4, "test_total_num": 7}
49	A1UHORPD00FD7V	35	{"0": {"reference": "you will accept", "user_answer": "you will accept"}, "1": {"reference": "you watch", "user_answer": "you watch"}, "2": {"reference": "you will watch", "user_answer": "you will watch"}, "3": {"reference": "he watched", "user_answer": "he watched"}, "4": {"reference": "I watch", "user_answer": "I watched"}, "5": {"reference": "I accepted", "user_answer": "I accepted"}, "6": {"reference": "he watches", "user_answer": "he watches"}, "test_correct_num": 6, "test_total_num": 7}
50	A123Q2JWX0K4BO	35	{"0": {"reference": "you will accept", "user_answer": "you will accept"}, "1": {"reference": "you watch", "user_answer": "you watch"}, "2": {"reference": "you will watch", "user_answer": "you will watch"}, "3": {"reference": "he watched", "user_answer": "he watched"}, "4": {"reference": "I watch", "user_answer": "I watch"}, "5": {"reference": "I accepted", "user_answer": "I accept"}, "6": {"reference": "he watches", "user_answer": "he watches"}, "test_correct_num": 6, "test_total_num": 7}
51	A3I9FTHSULHPYS	35	{"0": {"reference": "you will accept", "user_answer": "she watches"}, "1": {"reference": "you watch", "user_answer": "I watch"}, "2": {"reference": "you will watch", "user_answer": "I watched"}, "3": {"reference": "he watched", "user_answer": "she watched"}, "4": {"reference": "I watch", "user_answer": "I watch"}, "5": {"reference": "I accepted", "user_answer": "I accept"}, "6": {"reference": "he watches", "user_answer": "I watch"}, "test_correct_num": 1, "test_total_num": 7}
52	AZEGZ5ZVM6P5A	35	{"0": {"reference": "you will accept", "user_answer": "you entered"}, "1": {"reference": "you watch", "user_answer": "NO_ANSWER_MADE"}, "2": {"reference": "you will watch", "user_answer": "NO_ANSWER_MADE"}, "3": {"reference": "he watched", "user_answer": "NO_ANSWER_MADE"}, "4": {"reference": "I watch", "user_answer": "NO_ANSWER_MADE"}, "5": {"reference": "I accepted", "user_answer": "I accept"}, "6": {"reference": "he watches", "user_answer": "I will watch"}, "test_correct_num": 0, "test_total_num": 7}
53	AR5OPTTGMTI9S	17	NULL
54	A2VRDE2FHCBMF8	35	{"0": {"reference": "you will accept", "user_answer": "you will accept"}, "1": {"reference": "you watch", "user_answer": "you watch"}, "2": {"reference": "you will watch", "user_answer": "you will watch"}, "3": {"reference": "he watched", "user_answer": "he watched"}, "4": {"reference": "I watch", "user_answer": "I will watch"}, "5": {"reference": "I accepted", "user_answer": "I will accept"}, "6": {"reference": "he watches", "user_answer": "NO_ANSWER_MADE"}, "test_correct_num": 4, "test_total_num": 7}
55	A1TMF8Z3VT364E	35	{"0": {"reference": "you will accept", "user_answer": "you accepted"}, "1": {"reference": "you watch", "user_answer": "you watch"}, "2": {"reference": "you will watch", "user_answer": "you watched"}, "3": {"reference": "he watched", "user_answer": "he watches"}, "4": {"reference": "I watch", "user_answer": "I watch"}, "5": {"reference": "I accepted", "user_answer": "I accept"}, "6": {"reference": "he watches", "user_answer": "he watched"}, "test_correct_num": 2, "test_total_num": 7}
56	A39EH9228GV09X	35	{"0": {"reference": "you will accept", "user_answer": "you will accept"}, "1": {"reference": "you watch", "user_answer": "I watch"}, "2": {"reference": "you will watch", "user_answer": "I watched"}, "3": {"reference": "he watched", "user_answer": "he watched"}, "4": {"reference": "I watch", "user_answer": "I watched"}, "5": {"reference": "I accepted", "user_answer": "I accepted"}, "6": {"reference": "he watches", "user_answer": "he watched"}, "test_correct_num": 3, "test_total_num": 7}
57	A1A3TGZ7DKJWRW	35	{"0": {"reference": "you will accept", "user_answer": "I entered"}, "1": {"reference": "you watch", "user_answer": "I watch"}, "2": {"reference": "you will watch", "user_answer": "I will watch"}, "3": {"reference": "he watched", "user_answer": "he watched"}, "4": {"reference": "I watch", "user_answer": "I watched"}, "5": {"reference": "I accepted", "user_answer": "I entered"}, "6": {"reference": "he watches", "user_answer": "he watches"}, "test_correct_num": 2, "test_total_num": 7}
58	AEKOPV99Z7L85	35	{"0": {"reference": "you will accept", "user_answer": "you accepted"}, "1": {"reference": "you watch", "user_answer": "you watched"}, "2": {"reference": "you will watch", "user_answer": "you will watch"}, "3": {"reference": "he watched", "user_answer": "he watches"}, "4": {"reference": "I watch", "user_answer": "you watched"}, "5": {"reference": "I accepted", "user_answer": "you accepted"}, "6": {"reference": "he watches", "user_answer": "he watched"}, "test_correct_num": 1, "test_total_num": 7}
59	A9YQQIZRWVPIT	35	{"0": {"reference": "you will accept", "user_answer": "you will accept"}, "1": {"reference": "you watch", "user_answer": "you watch"}, "2": {"reference": "you will watch", "user_answer": "you will enter"}, "3": {"reference": "he watched", "user_answer": "he watches"}, "4": {"reference": "I watch", "user_answer": "you enter"}, "5": {"reference": "I accepted", "user_answer": "you accept"}, "6": {"reference": "he watches", "user_answer": "he watches"}, "test_correct_num": 3, "test_total_num": 7}
60	AC5UD8N187QD6	35	{"0": {"reference": "you will accept", "user_answer": "you will accept"}, "1": {"reference": "you watch", "user_answer": "you watch"}, "2": {"reference": "you will watch", "user_answer": "you will watch"}, "3": {"reference": "he watched", "user_answer": "he watched"}, "4": {"reference": "I watch", "user_answer": "I watched"}, "5": {"reference": "I accepted", "user_answer": "I accepted"}, "6": {"reference": "he watches", "user_answer": "he watches"}, "test_correct_num": 6, "test_total_num": 7}
61	A1NS16PLRPJ3YW	35	{"0": {"reference": "you will accept", "user_answer": "you will accept"}, "1": {"reference": "you watch", "user_answer": "you watch"}, "2": {"reference": "you will watch", "user_answer": "you will watch"}, "3": {"reference": "he watched", "user_answer": "he watches"}, "4": {"reference": "I watch", "user_answer": "I watch"}, "5": {"reference": "I accepted", "user_answer": "I accept"}, "6": {"reference": "he watches", "user_answer": "he watches"}, "test_correct_num": 5, "test_total_num": 7}
62	A2MZYC2OHHM76X	35	{"0": {"reference": "you will accept", "user_answer": "I will accept"}, "1": {"reference": "you watch", "user_answer": "I enter"}, "2": {"reference": "you will watch", "user_answer": "I entered"}, "3": {"reference": "he watched", "user_answer": "he accepts"}, "4": {"reference": "I watch", "user_answer": "I accept"}, "5": {"reference": "I accepted", "user_answer": "I will accept"}, "6": {"reference": "he watches", "user_answer": "he enters"}, "test_correct_num": 0, "test_total_num": 7}
63	AQ5IPY5IZPZWK	4	NULL
64	A13M79DZ3D0ONV	35	{"0": {"reference": "you will accept", "user_answer": "you accept"}, "1": {"reference": "you watch", "user_answer": "you watched"}, "2": {"reference": "you will watch", "user_answer": "you will watch"}, "3": {"reference": "he watched", "user_answer": "he watches"}, "4": {"reference": "I watch", "user_answer": "I watched"}, "5": {"reference": "I accepted", "user_answer": "I accept"}, "6": {"reference": "he watches", "user_answer": "he watches"}, "test_correct_num": 2, "test_total_num": 7}
65	A2A0M30DSA7ZN	35	{"0": {"reference": "you will accept", "user_answer": "you accept"}, "1": {"reference": "you watch", "user_answer": "you watch"}, "2": {"reference": "you will watch", "user_answer": "you will watch"}, "3": {"reference": "he watched", "user_answer": "he watched"}, "4": {"reference": "I watch", "user_answer": "I watch"}, "5": {"reference": "I accepted", "user_answer": "I enter"}, "6": {"reference": "he watches", "user_answer": "he watches"}, "test_correct_num": 5, "test_total_num": 7}
66	A1G187YBG0DVMQ	35	{"0": {"reference": "you will accept", "user_answer": "I will enter"}, "1": {"reference": "you watch", "user_answer": "he accepted"}, "2": {"reference": "you will watch", "user_answer": "he accepts"}, "3": {"reference": "he watched", "user_answer": "I enter"}, "4": {"reference": "I watch", "user_answer": "you enter"}, "5": {"reference": "I accepted", "user_answer": "he accepts"}, "6": {"reference": "he watches", "user_answer": "NO_ANSWER_MADE"}, "test_correct_num": 0, "test_total_num": 7}
67	A3LECJA9RVQQKZ	35	{"0": {"reference": "you will accept", "user_answer": "you accept"}, "1": {"reference": "you watch", "user_answer": "you watch"}, "2": {"reference": "you will watch", "user_answer": "you will watch"}, "3": {"reference": "he watched", "user_answer": "he watched"}, "4": {"reference": "I watch", "user_answer": "I watched"}, "5": {"reference": "I accepted", "user_answer": "I accepted"}, "6": {"reference": "he watches", "user_answer": "he watched"}, "test_correct_num": 4, "test_total_num": 7}
